stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
FYT_2272,2272,P. I. Les Minetes - Camí de l'Aplec - CIM Vallès,,41.5370522,2.1851349,,,0,,,0.0
FYT_2273,2273,P. I. Torre del Rector - Mar del Nord - Mar del Carib,,41.5421143,2.1825781,,,0,,,0.0
FYT_2275,2275,P. I. Urvasa - Mar del Carib - Vallès,,41.5488586,2.18348,,,0,,,0.0
FYT_2276,2276,P. I. Urvasa - Empordà - Berguedà,,41.5544205,2.182467,,,0,,,0.0
FYT_2277,2277,Ctra. C-59 - Masia Julià,,41.5631447,2.184917,,,0,,,0.0
FYT_2279,2279,Av. Catalunya - Can Maiol,,41.5722122,2.1829741,,,0,,,0.0
FYT_2281,2281,Av. Catalunya - Arimon,,41.5782166,2.1818919,,,0,,,0.0
FYT_2282,2282,Av. Catalunya - Can Cortès,,41.5847855,2.1804399,,,0,,,0.0
FYT_2283,2283,Av. Catalunya - L'Alzina,,41.5904541,2.1800201,,,0,,,0.0
FYT_2284,2284,Av. Catalunya - Folch i Torres,,41.5947113,2.18048,,,0,,,0.0
FYT_2327,2327,Av. Catalunya - Dalt,,41.5952492,2.1805515,,,0,,,0.0
FYT_2328,2328,Av. Catalunya - L'Alzina,,41.5897064,2.1798379,,,0,,,0.0
FYT_2329,2329,Av. Catalunya - Can Cortès,,41.5844536,2.1803784,,,0,,,0.0
FYT_2331,2331,Av. Catalunya - Camí de Can Llonc,,41.5770645,2.182256,,,0,,,0.0
FYT_2332,2332,Av. Catalunya - Can Maiol,,41.5715714,2.18278,,,0,,,0.0
FYT_2334,2334,Ctra. C-59 - Masia Julià,,41.5632896,2.1847579,,,0,,,0.0
FYT_2335,2335,P. I. Urvasa - Montsià - Berguedà,,41.5551186,2.1851234,,,0,,,0.0
FYT_2336,2336,Vallès - Empordà - P. I. Urvasa,,41.5492287,2.182847,,,0,,,0.0
FYT_2337,2337,Mar Adriàtic - Mar del Japó - P. I. Torre del Rector,,41.5430946,2.1801457,,,0,,,0.0
FYT_2338,2338,Camí de l'Aplec - P. I. Les Minetes - CIM Vallès,,41.536972,2.1851184,,,0,,,0.0
FYT_2339,2339,Av. Mn. Jacint Verdaguer - Rambla,,41.5351295,2.183804,,,0,,,0.0
FYT_2341,2341,Av. Mn. Jacint Verdaguer - Berenguer d'Entença,,41.532505,2.1871686,,,0,,,0.0
FYT_2342,2342,Av. Tres nº 24 - Tres,,41.5227432,2.1930611,,,0,,,0.0
FYT_2343,2343,Estació Rodalíes Sta. Perpètua de Mogoda,,41.5193977,2.194361,,,0,,,0.0
FYT_2344,2344,Av. Onze de Setembre - Ajuntament,,41.5128098,2.1924844,,,0,,,0.0
FYT_2345,2345,N-152a - P. I. Can Milans,,41.5076981,2.1896896,,,0,,,0.0
FYT_2665,2665,Ctra. de Sentmenat - Lluna,,41.5643997,2.15534,,,0,,,0.0
FYT_2715,2715,St. Joan - Migdia,,41.574234,2.180105,,,0,,,0.0
