route_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,bikes_allowed,wheelchair_accessible,service_id
CIN_559,CIN_05591061223,,,1,,CIN_0559106,0,0,CIN_05591061223
CIN_559,CIN_05591061323,,,1,,CIN_0559106,0,0,CIN_05591061323
CIN_559,CIN_05591061423,,,1,,CIN_0559106,0,0,CIN_05591061423
CIN_580,CIN_05800060020,,,0,,CIN_0580006,0,0,CIN_05800060020
CIN_580,CIN_05800060050,,,0,,CIN_0580006,0,0,CIN_05800060050
CIN_580,CIN_05800060250,,,0,,CIN_0580006,0,0,CIN_05800060250
CIN_580,CIN_05800060255,,,0,,CIN_0580006,0,0,CIN_05800060255
CIN_580,CIN_05800060420,,,0,,CIN_0580006,0,0,CIN_05800060420
CIN_580,CIN_05800070045,,,0,,CIN_0580007,0,0,CIN_05800070045
CIN_581,CIN_05811042332,,,0,,CIN_0581104,0,0,CIN_05811042332
CIN_581,CIN_05811050125,,,0,,CIN_0581105,0,0,CIN_05811050125
