service_id,date,exception_type
TUS_5347,20251028,1
TUS_5347,20251027,1
TUS_5347,20251224,1
TUS_5347,20251024,1
TUS_5347,20251223,1
TUS_5347,20251023,1
TUS_5347,20251222,1
TUS_5347,20251022,1
TUS_5347,20251021,1
TUS_5347,20251020,1
TUS_5347,20251219,1
TUS_5347,20251218,1
TUS_5347,20251017,1
TUS_5347,20251217,1
TUS_5347,20251016,1
TUS_5347,20251216,1
TUS_5347,20251015,1
TUS_5347,20251215,1
TUS_5347,20251014,1
TUS_5347,20251013,1
TUS_5347,20251212,1
TUS_5347,20251211,1
TUS_5347,20251010,1
TUS_5347,20251210,1
TUS_5347,20251209,1
TUS_5347,20251009,1
TUS_5347,20251008,1
TUS_5347,20251007,1
TUS_5347,20251006,1
TUS_5347,20251205,1
TUS_5347,20251204,1
TUS_5347,20251203,1
TUS_5347,20251003,1
TUS_5347,20251002,1
TUS_5347,20251202,1
TUS_5347,20251201,1
TUS_5347,20251001,1
TUS_5347,20250930,1
TUS_5347,20250929,1
TUS_5347,20251128,1
TUS_5347,20251127,1
TUS_5347,20251126,1
TUS_5347,20250926,1
TUS_5347,20251125,1
TUS_5347,20250925,1
TUS_5347,20251124,1
TUS_5347,20250924,1
TUS_5347,20250923,1
TUS_5347,20250922,1
TUS_5347,20251121,1
TUS_5347,20251120,1
TUS_5347,20251119,1
TUS_5347,20250919,1
TUS_5347,20251118,1
TUS_5347,20250918,1
TUS_5347,20250917,1
TUS_5347,20251117,1
TUS_5347,20251114,1
TUS_5347,20251113,1
TUS_5347,20251112,1
TUS_5347,20251111,1
TUS_5347,20251110,1
TUS_5347,20251107,1
TUS_5347,20251106,1
TUS_5347,20251105,1
TUS_5347,20251104,1
TUS_5347,20251103,1
TUS_5348,20251231,1
TUS_5348,20251031,1
TUS_5348,20251230,1
TUS_5348,20251030,1
TUS_5348,20251229,1
TUS_5348,20251029,1
TUS_5348,20251028,1
TUS_5348,20251027,1
TUS_5348,20251224,1
TUS_5348,20251024,1
TUS_5348,20251223,1
TUS_5348,20251023,1
TUS_5348,20251222,1
TUS_5348,20251022,1
TUS_5348,20251021,1
TUS_5348,20251020,1
TUS_5348,20251219,1
TUS_5348,20251218,1
TUS_5348,20251017,1
TUS_5348,20251217,1
TUS_5348,20251016,1
TUS_5348,20251216,1
TUS_5348,20251015,1
TUS_5348,20251215,1
TUS_5348,20251014,1
TUS_5348,20251013,1
TUS_5348,20251212,1
TUS_5348,20251211,1
TUS_5348,20251010,1
TUS_5348,20251210,1
TUS_5348,20251209,1
TUS_5348,20251009,1
TUS_5348,20251008,1
TUS_5348,20251007,1
TUS_5348,20251006,1
TUS_5348,20251205,1
TUS_5348,20251204,1
TUS_5348,20251203,1
TUS_5348,20251003,1
TUS_5348,20251002,1
TUS_5348,20251202,1
TUS_5348,20251201,1
TUS_5348,20251001,1
TUS_5348,20250930,1
TUS_5348,20250929,1
TUS_5348,20251128,1
TUS_5348,20251127,1
TUS_5348,20251126,1
TUS_5348,20250926,1
TUS_5348,20251125,1
TUS_5348,20250925,1
TUS_5348,20251124,1
TUS_5348,20250924,1
TUS_5348,20250923,1
TUS_5348,20250922,1
TUS_5348,20251121,1
TUS_5348,20251120,1
TUS_5348,20251119,1
TUS_5348,20250919,1
TUS_5348,20251118,1
TUS_5348,20250918,1
TUS_5348,20250917,1
TUS_5348,20251117,1
TUS_5348,20251114,1
TUS_5348,20251113,1
TUS_5348,20251112,1
TUS_5348,20251111,1
TUS_5348,20251110,1
TUS_5348,20251107,1
TUS_5348,20251106,1
TUS_5348,20251105,1
TUS_5348,20251104,1
TUS_5348,20251103,1
TUS_5351,20251231,1
TUS_5351,20251031,1
TUS_5351,20251230,1
TUS_5351,20251030,1
TUS_5351,20251229,1
TUS_5351,20251029,1
TUS_5351,20251028,1
TUS_5351,20251027,1
TUS_5351,20251224,1
TUS_5351,20251024,1
TUS_5351,20251223,1
TUS_5351,20251023,1
TUS_5351,20251222,1
TUS_5351,20251022,1
TUS_5351,20251021,1
TUS_5351,20251020,1
TUS_5351,20251219,1
TUS_5351,20251218,1
TUS_5351,20251017,1
TUS_5351,20251217,1
TUS_5351,20251016,1
TUS_5351,20251216,1
TUS_5351,20251015,1
TUS_5351,20251215,1
TUS_5351,20251014,1
TUS_5351,20251013,1
TUS_5351,20251212,1
TUS_5351,20251211,1
TUS_5351,20251010,1
TUS_5351,20251210,1
TUS_5351,20251209,1
TUS_5351,20251009,1
TUS_5351,20251008,1
TUS_5351,20251007,1
TUS_5351,20251006,1
TUS_5351,20251205,1
TUS_5351,20251204,1
TUS_5351,20251203,1
TUS_5351,20251003,1
TUS_5351,20251002,1
TUS_5351,20251202,1
TUS_5351,20251201,1
TUS_5351,20251001,1
TUS_5351,20250930,1
TUS_5351,20250929,1
TUS_5351,20251128,1
TUS_5351,20251127,1
TUS_5351,20251126,1
TUS_5351,20250926,1
TUS_5351,20251125,1
TUS_5351,20250925,1
TUS_5351,20251124,1
TUS_5351,20250924,1
TUS_5351,20250923,1
TUS_5351,20250922,1
TUS_5351,20251121,1
TUS_5351,20251120,1
TUS_5351,20251119,1
TUS_5351,20250919,1
TUS_5351,20251118,1
TUS_5351,20250918,1
TUS_5351,20250917,1
TUS_5351,20251117,1
TUS_5351,20251114,1
TUS_5351,20251113,1
TUS_5351,20251112,1
TUS_5351,20251111,1
TUS_5351,20251110,1
TUS_5351,20251107,1
TUS_5351,20251106,1
TUS_5351,20251105,1
TUS_5351,20251104,1
TUS_5351,20251103,1
TUS_5352,20251231,1
TUS_5352,20251031,1
TUS_5352,20251230,1
TUS_5352,20251030,1
TUS_5352,20251229,1
TUS_5352,20251029,1
TUS_5352,20251028,1
TUS_5352,20251027,1
TUS_5352,20251224,1
TUS_5352,20251024,1
TUS_5352,20251223,1
TUS_5352,20251023,1
TUS_5352,20251222,1
TUS_5352,20251022,1
TUS_5352,20251021,1
TUS_5352,20251020,1
TUS_5352,20251219,1
TUS_5352,20251218,1
TUS_5352,20251017,1
TUS_5352,20251217,1
TUS_5352,20251016,1
TUS_5352,20251216,1
TUS_5352,20251015,1
TUS_5352,20251215,1
TUS_5352,20251014,1
TUS_5352,20251013,1
TUS_5352,20251212,1
TUS_5352,20251211,1
TUS_5352,20251010,1
TUS_5352,20251210,1
TUS_5352,20251209,1
TUS_5352,20251009,1
TUS_5352,20251008,1
TUS_5352,20251007,1
TUS_5352,20251006,1
TUS_5352,20251205,1
TUS_5352,20251204,1
TUS_5352,20251203,1
TUS_5352,20251003,1
TUS_5352,20251002,1
TUS_5352,20251202,1
TUS_5352,20251201,1
TUS_5352,20251001,1
TUS_5352,20250930,1
TUS_5352,20250929,1
TUS_5352,20251128,1
TUS_5352,20251127,1
TUS_5352,20251126,1
TUS_5352,20250926,1
TUS_5352,20251125,1
TUS_5352,20250925,1
TUS_5352,20251124,1
TUS_5352,20250924,1
TUS_5352,20250923,1
TUS_5352,20250922,1
TUS_5352,20251121,1
TUS_5352,20251120,1
TUS_5352,20251119,1
TUS_5352,20250919,1
TUS_5352,20251118,1
TUS_5352,20250918,1
TUS_5352,20250917,1
TUS_5352,20251117,1
TUS_5352,20250916,1
TUS_5352,20251114,1
TUS_5352,20251113,1
TUS_5352,20251112,1
TUS_5352,20251111,1
TUS_5352,20251110,1
TUS_5352,20251107,1
TUS_5352,20251106,1
TUS_5352,20251105,1
TUS_5352,20251104,1
TUS_5352,20251103,1
TUS_5353,20251231,1
TUS_5353,20251031,1
TUS_5353,20251230,1
TUS_5353,20251030,1
TUS_5353,20251229,1
TUS_5353,20251029,1
TUS_5353,20251028,1
TUS_5353,20251027,1
TUS_5353,20251224,1
TUS_5353,20251024,1
TUS_5353,20251223,1
TUS_5353,20251023,1
TUS_5353,20251222,1
TUS_5353,20251022,1
TUS_5353,20251021,1
TUS_5353,20251020,1
TUS_5353,20251219,1
TUS_5353,20251218,1
TUS_5353,20251017,1
TUS_5353,20251217,1
TUS_5353,20251016,1
TUS_5353,20251216,1
TUS_5353,20251015,1
TUS_5353,20251215,1
TUS_5353,20251014,1
TUS_5353,20251013,1
TUS_5353,20251212,1
TUS_5353,20251211,1
TUS_5353,20251010,1
TUS_5353,20251210,1
TUS_5353,20251209,1
TUS_5353,20251009,1
TUS_5353,20251008,1
TUS_5353,20251007,1
TUS_5353,20251006,1
TUS_5353,20251205,1
TUS_5353,20251204,1
TUS_5353,20251203,1
TUS_5353,20251003,1
TUS_5353,20251002,1
TUS_5353,20251202,1
TUS_5353,20251201,1
TUS_5353,20251001,1
TUS_5353,20250930,1
TUS_5353,20250929,1
TUS_5353,20251128,1
TUS_5353,20251127,1
TUS_5353,20251126,1
TUS_5353,20250926,1
TUS_5353,20251125,1
TUS_5353,20250925,1
TUS_5353,20251124,1
TUS_5353,20250924,1
TUS_5353,20250923,1
TUS_5353,20250922,1
TUS_5353,20251121,1
TUS_5353,20251120,1
TUS_5353,20251119,1
TUS_5353,20250919,1
TUS_5353,20251118,1
TUS_5353,20250918,1
TUS_5353,20250917,1
TUS_5353,20251117,1
TUS_5353,20250916,1
TUS_5353,20251114,1
TUS_5353,20251113,1
TUS_5353,20251112,1
TUS_5353,20251111,1
TUS_5353,20251110,1
TUS_5353,20251107,1
TUS_5353,20251106,1
TUS_5353,20251105,1
TUS_5353,20251104,1
TUS_5353,20251103,1
TUS_5357,20251231,1
TUS_5357,20251031,1
TUS_5357,20251230,1
TUS_5357,20251030,1
TUS_5357,20251229,1
TUS_5357,20251029,1
TUS_5357,20251028,1
TUS_5357,20251027,1
TUS_5357,20251224,1
TUS_5357,20251024,1
TUS_5357,20251223,1
TUS_5357,20251023,1
TUS_5357,20251222,1
TUS_5357,20251022,1
TUS_5357,20251021,1
TUS_5357,20251020,1
TUS_5357,20251219,1
TUS_5357,20251218,1
TUS_5357,20251017,1
TUS_5357,20251217,1
TUS_5357,20251016,1
TUS_5357,20251216,1
TUS_5357,20251015,1
TUS_5357,20251215,1
TUS_5357,20251014,1
TUS_5357,20251013,1
TUS_5357,20251212,1
TUS_5357,20251211,1
TUS_5357,20251010,1
TUS_5357,20251210,1
TUS_5357,20251209,1
TUS_5357,20251009,1
TUS_5357,20251008,1
TUS_5357,20251007,1
TUS_5357,20251006,1
TUS_5357,20251205,1
TUS_5357,20251204,1
TUS_5357,20251203,1
TUS_5357,20251003,1
TUS_5357,20251002,1
TUS_5357,20251202,1
TUS_5357,20251201,1
TUS_5357,20251001,1
TUS_5357,20250930,1
TUS_5357,20250929,1
TUS_5357,20251128,1
TUS_5357,20251127,1
TUS_5357,20251126,1
TUS_5357,20250926,1
TUS_5357,20251125,1
TUS_5357,20250925,1
TUS_5357,20251124,1
TUS_5357,20250924,1
TUS_5357,20250923,1
TUS_5357,20250922,1
TUS_5357,20251121,1
TUS_5357,20251120,1
TUS_5357,20251119,1
TUS_5357,20250919,1
TUS_5357,20251118,1
TUS_5357,20250918,1
TUS_5357,20250917,1
TUS_5357,20251117,1
TUS_5357,20251114,1
TUS_5357,20251113,1
TUS_5357,20251112,1
TUS_5357,20251111,1
TUS_5357,20251110,1
TUS_5357,20251107,1
TUS_5357,20251106,1
TUS_5357,20251105,1
TUS_5357,20251104,1
TUS_5357,20251103,1
TUS_5358,20251231,1
TUS_5358,20251031,1
TUS_5358,20251230,1
TUS_5358,20251030,1
TUS_5358,20251229,1
TUS_5358,20251029,1
TUS_5358,20251028,1
TUS_5358,20251027,1
TUS_5358,20251224,1
TUS_5358,20251024,1
TUS_5358,20251223,1
TUS_5358,20251023,1
TUS_5358,20251222,1
TUS_5358,20251022,1
TUS_5358,20251021,1
TUS_5358,20251020,1
TUS_5358,20251219,1
TUS_5358,20251218,1
TUS_5358,20251017,1
TUS_5358,20251217,1
TUS_5358,20251016,1
TUS_5358,20251216,1
TUS_5358,20251015,1
TUS_5358,20251215,1
TUS_5358,20251014,1
TUS_5358,20251013,1
TUS_5358,20251212,1
TUS_5358,20251211,1
TUS_5358,20251010,1
TUS_5358,20251210,1
TUS_5358,20251209,1
TUS_5358,20251009,1
TUS_5358,20251008,1
TUS_5358,20251007,1
TUS_5358,20251006,1
TUS_5358,20251205,1
TUS_5358,20251204,1
TUS_5358,20251203,1
TUS_5358,20251003,1
TUS_5358,20251002,1
TUS_5358,20251202,1
TUS_5358,20251201,1
TUS_5358,20251001,1
TUS_5358,20250930,1
TUS_5358,20250929,1
TUS_5358,20251128,1
TUS_5358,20251127,1
TUS_5358,20251126,1
TUS_5358,20250926,1
TUS_5358,20251125,1
TUS_5358,20250925,1
TUS_5358,20251124,1
TUS_5358,20250924,1
TUS_5358,20250923,1
TUS_5358,20250922,1
TUS_5358,20251121,1
TUS_5358,20251120,1
TUS_5358,20251119,1
TUS_5358,20250919,1
TUS_5358,20251118,1
TUS_5358,20250918,1
TUS_5358,20250917,1
TUS_5358,20251117,1
TUS_5358,20251114,1
TUS_5358,20251113,1
TUS_5358,20251112,1
TUS_5358,20251111,1
TUS_5358,20251110,1
TUS_5358,20251107,1
TUS_5358,20251106,1
TUS_5358,20251105,1
TUS_5358,20251104,1
TUS_5358,20251103,1
TUS_5374,20251129,1
TUS_5374,20251227,1
TUS_5374,20250927,1
TUS_5374,20251025,1
TUS_5374,20251122,1
TUS_5374,20250920,1
TUS_5374,20251220,1
TUS_5374,20251018,1
TUS_5374,20251115,1
TUS_5374,20251213,1
TUS_5374,20251011,1
TUS_5374,20251108,1
TUS_5374,20251004,1
TUS_5375,20251129,1
TUS_5375,20251227,1
TUS_5375,20250927,1
TUS_5375,20251025,1
TUS_5375,20251122,1
TUS_5375,20250920,1
TUS_5375,20251220,1
TUS_5375,20251018,1
TUS_5375,20251115,1
TUS_5375,20251213,1
TUS_5375,20251011,1
TUS_5375,20251108,1
TUS_5375,20251004,1
TUS_5376,20251129,1
TUS_5376,20251227,1
TUS_5376,20250927,1
TUS_5376,20251025,1
TUS_5376,20251122,1
TUS_5376,20250920,1
TUS_5376,20251220,1
TUS_5376,20251018,1
TUS_5376,20251115,1
TUS_5376,20251213,1
TUS_5376,20251011,1
TUS_5376,20251108,1
TUS_5376,20251004,1
TUS_5377,20251129,1
TUS_5377,20251227,1
TUS_5377,20250927,1
TUS_5377,20251025,1
TUS_5377,20251122,1
TUS_5377,20250920,1
TUS_5377,20251220,1
TUS_5377,20251018,1
TUS_5377,20251115,1
TUS_5377,20251213,1
TUS_5377,20251011,1
TUS_5377,20251108,1
TUS_5377,20251004,1
TUS_5378,20251129,1
TUS_5378,20251227,1
TUS_5378,20250927,1
TUS_5378,20251025,1
TUS_5378,20251122,1
TUS_5378,20250920,1
TUS_5378,20251220,1
TUS_5378,20251018,1
TUS_5378,20251115,1
TUS_5378,20251213,1
TUS_5378,20251011,1
TUS_5378,20251108,1
TUS_5378,20251004,1
TUS_5379,20251129,1
TUS_5379,20251227,1
TUS_5379,20250927,1
TUS_5379,20251025,1
TUS_5379,20251122,1
TUS_5379,20250920,1
TUS_5379,20251220,1
TUS_5379,20251018,1
TUS_5379,20251115,1
TUS_5379,20251213,1
TUS_5379,20251011,1
TUS_5379,20251108,1
TUS_5379,20251004,1
TUS_5380,20251129,1
TUS_5380,20251227,1
TUS_5380,20250927,1
TUS_5380,20251025,1
TUS_5380,20251122,1
TUS_5380,20250920,1
TUS_5380,20251220,1
TUS_5380,20251018,1
TUS_5380,20251115,1
TUS_5380,20251213,1
TUS_5380,20251011,1
TUS_5380,20251108,1
TUS_5380,20251004,1
TUS_5433,20251130,1
TUS_5433,20251228,1
TUS_5433,20250928,1
TUS_5433,20251226,1
TUS_5433,20251026,1
TUS_5433,20251225,1
TUS_5433,20251123,1
TUS_5433,20251221,1
TUS_5433,20250921,1
TUS_5433,20251019,1
TUS_5433,20251116,1
TUS_5433,20251214,1
TUS_5433,20251012,1
TUS_5433,20251109,1
TUS_5433,20251208,1
TUS_5433,20251207,1
TUS_5433,20251206,1
TUS_5433,20251005,1
TUS_5433,20251102,1
TUS_5433,20251101,1
TUS_5662,20250916,1
TUS_5663,20250916,1
TUS_5664,20250916,1
TUS_5665,20250916,1
TUS_5666,20250916,1
