service_id,date,exception_type
FGC_6350da926176,20251229,1
FGC_6350da926176,20251228,1
FGC_6350da926176,20251227,1
FGC_6350da926176,20251226,1
FGC_6350da926176,20251123,1
FGC_6350da926176,20251122,1
FGC_6350da926176,20251221,1
FGC_6350da926176,20251220,1
FGC_6350da926176,20251116,1
FGC_6350da926176,20251115,1
FGC_6350da926176,20251214,1
FGC_6350da926176,20251213,1
FGC_6350da926176,20251109,1
FGC_6350da926176,20251108,1
FGC_6350da926176,20251208,1
FGC_6350da926176,20251207,1
FGC_6350da926176,20251206,1
FGC_6350da926176,20251102,1
FGC_6350da926176,20251101,1
FGC_6350da927176,20251128,1
FGC_6350da927176,20251127,1
FGC_6350da927176,20251126,1
FGC_6350da927176,20251125,1
FGC_6350da927176,20251124,1
FGC_6350da927176,20251224,1
FGC_6350da927176,20251223,1
FGC_6350da927176,20251222,1
FGC_6350da927176,20251121,1
FGC_6350da927176,20251120,1
FGC_6350da927176,20251119,1
FGC_6350da927176,20251219,1
FGC_6350da927176,20251118,1
FGC_6350da927176,20251218,1
FGC_6350da927176,20251117,1
FGC_6350da927176,20251217,1
FGC_6350da927176,20251216,1
FGC_6350da927176,20251215,1
FGC_6350da927176,20251114,1
FGC_6350da927176,20251113,1
FGC_6350da927176,20251112,1
FGC_6350da927176,20251212,1
FGC_6350da927176,20251111,1
FGC_6350da927176,20251211,1
FGC_6350da927176,20251110,1
FGC_6350da927176,20251210,1
FGC_6350da927176,20251209,1
FGC_6350da927176,20251107,1
FGC_6350da927176,20251106,1
FGC_6350da927176,20251105,1
FGC_6350da927176,20251205,1
FGC_6350da927176,20251104,1
FGC_6350da927176,20251204,1
FGC_6350da927176,20251103,1
FGC_6350da927176,20251203,1
FGC_6350da927176,20251202,1
FGC_6350da927176,20251201,1
FGC_6350da927876,20251031,1
FGC_6350da927876,20251030,1
FGC_6350da927876,20251029,1
FGC_6350da927876,20251028,1
FGC_6350da927876,20251027,1
FGC_6350da927c76,20251015,1
FGC_6350da927c76,20251014,1
FGC_6350da927c76,20251024,1
FGC_6350da927c76,20251023,1
FGC_6350da927c76,20251022,1
FGC_6350da927c76,20251021,1
FGC_6350da927c76,20251020,1
FGC_6350da927c76,20251017,1
FGC_6350da927c76,20251016,1
FGC_684bdae202727664,20251224,1
FGC_684bdae202747664,20251031,1
FGC_684bdae202747664,20251114,1
FGC_684bdae202747664,20251128,1
FGC_684bdae202747664,20251212,1
FGC_684bdae202747664,20251024,1
FGC_684bdae202747664,20251107,1
FGC_684bdae202747664,20251121,1
FGC_684bdae202747664,20251205,1
FGC_684bdae202747664,20251219,1
FGC_684bdae202747664,20251017,1
FGC_684bdae202767664,20251231,1
FGC_684bdae302747664,20251030,1
FGC_684bdae302747664,20251230,1
FGC_684bdae302747664,20251029,1
FGC_684bdae302747664,20251229,1
FGC_684bdae302747664,20251028,1
FGC_684bdae302747664,20251027,1
FGC_684bdae302747664,20251127,1
FGC_684bdae302747664,20251126,1
FGC_684bdae302747664,20251125,1
FGC_684bdae302747664,20251124,1
FGC_684bdae302747664,20251023,1
FGC_684bdae302747664,20251223,1
FGC_684bdae302747664,20251022,1
FGC_684bdae302747664,20251222,1
FGC_684bdae302747664,20251021,1
FGC_684bdae302747664,20251020,1
FGC_684bdae302747664,20251120,1
FGC_684bdae302747664,20251119,1
FGC_684bdae302747664,20251118,1
FGC_684bdae302747664,20251218,1
FGC_684bdae302747664,20251117,1
FGC_684bdae302747664,20251217,1
FGC_684bdae302747664,20251016,1
FGC_684bdae302747664,20251216,1
FGC_684bdae302747664,20251015,1
FGC_684bdae302747664,20251215,1
FGC_684bdae302747664,20251014,1
FGC_684bdae302747664,20251113,1
FGC_684bdae302747664,20251112,1
FGC_684bdae302747664,20251111,1
FGC_684bdae302747664,20251211,1
FGC_684bdae302747664,20251110,1
FGC_684bdae302747664,20251210,1
FGC_684bdae302747664,20251209,1
FGC_684bdae302747664,20251106,1
FGC_684bdae302747664,20251105,1
FGC_684bdae302747664,20251104,1
FGC_684bdae302747664,20251204,1
FGC_684bdae302747664,20251103,1
FGC_684bdae302747664,20251203,1
FGC_684bdae302747664,20251202,1
FGC_684bdae302747664,20251201,1
FGC_684bdae602747664bd,20251130,1
FGC_684bdae602747664bd,20251214,1
FGC_684bdae602747664bd,20251228,1
FGC_684bdae602747664bd,20251026,1
FGC_684bdae602747664bd,20251109,1
FGC_684bdae602747664bd,20251208,1
FGC_684bdae602747664bd,20251123,1
FGC_684bdae602747664bd,20251221,1
FGC_684bdae602747664bd,20251019,1
FGC_684bdae602747664bd,20251102,1
FGC_684bdae602747664bd,20251116,1
FGC_684bdae702747664bd,20251129,1
FGC_684bdae702747664bd,20251227,1
FGC_684bdae702747664bd,20251226,1
FGC_684bdae702747664bd,20251025,1
FGC_684bdae702747664bd,20251225,1
FGC_684bdae702747664bd,20251122,1
FGC_684bdae702747664bd,20251220,1
FGC_684bdae702747664bd,20251018,1
FGC_684bdae702747664bd,20251115,1
FGC_684bdae702747664bd,20251213,1
FGC_684bdae702747664bd,20251108,1
FGC_684bdae702747664bd,20251207,1
FGC_684bdae702747664bd,20251206,1
FGC_684bdae702747664bd,20251101,1
FGC_6c4bdab144746c0fba55c60d40,20251231,1
FGC_6c4bdab144746c0fba55c60d40,20251114,1
FGC_6c4bdab144746c0fba55c60d40,20251128,1
FGC_6c4bdab144746c0fba55c60d40,20251212,1
FGC_6c4bdab144746c0fba55c60d40,20251024,1
FGC_6c4bdab144746c0fba55c60d40,20251224,1
FGC_6c4bdab144746c0fba55c60d40,20251107,1
FGC_6c4bdab144746c0fba55c60d40,20251121,1
FGC_6c4bdab144746c0fba55c60d40,20251205,1
FGC_6c4bdab144746c0fba55c60d40,20251219,1
FGC_6c4bdab144746c0fbb55c60d40,20251230,1
FGC_6c4bdab144746c0fbb55c60d40,20251029,1
FGC_6c4bdab144746c0fbb55c60d40,20251229,1
FGC_6c4bdab144746c0fbb55c60d40,20251028,1
FGC_6c4bdab144746c0fbb55c60d40,20251027,1
FGC_6c4bdab144746c0fbb55c60d40,20251127,1
FGC_6c4bdab144746c0fbb55c60d40,20251126,1
FGC_6c4bdab144746c0fbb55c60d40,20251125,1
FGC_6c4bdab144746c0fbb55c60d40,20251124,1
FGC_6c4bdab144746c0fbb55c60d40,20251023,1
FGC_6c4bdab144746c0fbb55c60d40,20251223,1
FGC_6c4bdab144746c0fbb55c60d40,20251022,1
FGC_6c4bdab144746c0fbb55c60d40,20251222,1
FGC_6c4bdab144746c0fbb55c60d40,20251021,1
FGC_6c4bdab144746c0fbb55c60d40,20251020,1
FGC_6c4bdab144746c0fbb55c60d40,20251120,1
FGC_6c4bdab144746c0fbb55c60d40,20251119,1
FGC_6c4bdab144746c0fbb55c60d40,20251118,1
FGC_6c4bdab144746c0fbb55c60d40,20251218,1
FGC_6c4bdab144746c0fbb55c60d40,20251117,1
FGC_6c4bdab144746c0fbb55c60d40,20251217,1
FGC_6c4bdab144746c0fbb55c60d40,20251216,1
FGC_6c4bdab144746c0fbb55c60d40,20251215,1
FGC_6c4bdab144746c0fbb55c60d40,20251014,1
FGC_6c4bdab144746c0fbb55c60d40,20251113,1
FGC_6c4bdab144746c0fbb55c60d40,20251112,1
FGC_6c4bdab144746c0fbb55c60d40,20251111,1
FGC_6c4bdab144746c0fbb55c60d40,20251211,1
FGC_6c4bdab144746c0fbb55c60d40,20251110,1
FGC_6c4bdab144746c0fbb55c60d40,20251210,1
FGC_6c4bdab144746c0fbb55c60d40,20251209,1
FGC_6c4bdab144746c0fbb55c60d40,20251106,1
FGC_6c4bdab144746c0fbb55c60d40,20251105,1
FGC_6c4bdab144746c0fbb55c60d40,20251104,1
FGC_6c4bdab144746c0fbb55c60d40,20251204,1
FGC_6c4bdab144746c0fbb55c60d40,20251103,1
FGC_6c4bdab144746c0fbb55c60d40,20251203,1
FGC_6c4bdab144746c0fbb55c60d40,20251202,1
FGC_6c4bdab144746c0fbb55c60d40,20251201,1
FGC_6c4bdab144746c0fbe55c60d40,20251130,1
FGC_6c4bdab144746c0fbe55c60d40,20251214,1
FGC_6c4bdab144746c0fbe55c60d40,20251228,1
FGC_6c4bdab144746c0fbe55c60d40,20251026,1
FGC_6c4bdab144746c0fbe55c60d40,20251109,1
FGC_6c4bdab144746c0fbe55c60d40,20251208,1
FGC_6c4bdab144746c0fbe55c60d40,20251123,1
FGC_6c4bdab144746c0fbe55c60d40,20251221,1
FGC_6c4bdab144746c0fbe55c60d40,20251019,1
FGC_6c4bdab144746c0fbe55c60d40,20251116,1
FGC_6c4bdab144746c0fbf55c60d40,20251129,1
FGC_6c4bdab144746c0fbf55c60d40,20251227,1
FGC_6c4bdab144746c0fbf55c60d40,20251226,1
FGC_6c4bdab144746c0fbf55c60d40,20251025,1
FGC_6c4bdab144746c0fbf55c60d40,20251225,1
FGC_6c4bdab144746c0fbf55c60d40,20251122,1
FGC_6c4bdab144746c0fbf55c60d40,20251220,1
FGC_6c4bdab144746c0fbf55c60d40,20251018,1
FGC_6c4bdab144746c0fbf55c60d40,20251115,1
FGC_6c4bdab144746c0fbf55c60d40,20251213,1
FGC_6c4bdab144746c0fbf55c60d40,20251108,1
FGC_6c4bdab144746c0fbf55c60d40,20251206,1
FGC_6c4bdab144746c0fbf55c60d40,20251101,1
FGC_6c4bdae202747641e804,20251031,1
FGC_6c4bdae202747641e804,20251017,1
FGC_6c4bdae302747641e804,20251030,1
FGC_6c4bdae302747641e804,20251016,1
FGC_6c4bdae302747654ea02977f170a,20251015,1
FGC_6c4bdae602747613ef,20251102,1
FGC_6c4bdae702747613ef,20251207,1
ROD_2024-01-022024-12-31RG1,20260815,2
ROD_2024-01-022024-12-31RG1,20260911,2
ROD_2024-01-022024-12-31RG1,20251226,2
ROD_2024-01-022024-12-31RG1,20251225,2
ROD_2024-01-022024-12-31RG1,20251206,2
ROD_2024-01-022024-12-31RG1,20260101,2
ROD_2024-01-022024-12-31RG1,20260501,2
ROD_2024-01-022024-12-31RG1,20251101,2
ROD_2025-10-142025-12-07156091,20251130,2
ROD_2025-10-142025-12-07156091,20251129,2
ROD_2025-10-142025-12-07156091,20251026,2
ROD_2025-10-142025-12-07156091,20251025,2
ROD_2025-10-142025-12-07156091,20251123,2
ROD_2025-10-142025-12-07156091,20251122,2
ROD_2025-10-142025-12-07156091,20261019,2
ROD_2025-10-142025-12-07156091,20261018,2
ROD_2025-10-142025-12-07156091,20251116,2
ROD_2025-10-142025-12-07156091,20251115,2
ROD_2025-10-142025-12-07156091,20251109,2
ROD_2025-10-142025-12-07156091,20251108,2
ROD_2025-10-142025-12-07156091,20251207,2
ROD_2025-10-142025-12-07156091,20251206,2
ROD_2025-10-142025-12-07156091,20251102,2
ROD_2025-10-142025-12-07156091,20251101,2
ROD_2025-10-142025-12-07156211,20251130,2
ROD_2025-10-142025-12-07156211,20251129,2
ROD_2025-10-142025-12-07156211,20251026,2
ROD_2025-10-142025-12-07156211,20251025,2
ROD_2025-10-142025-12-07156211,20251123,2
ROD_2025-10-142025-12-07156211,20251122,2
ROD_2025-10-142025-12-07156211,20261019,2
ROD_2025-10-142025-12-07156211,20261018,2
ROD_2025-10-142025-12-07156211,20251116,2
ROD_2025-10-142025-12-07156211,20251115,2
ROD_2025-10-142025-12-07156211,20251109,2
ROD_2025-10-142025-12-07156211,20251108,2
ROD_2025-10-142025-12-07156211,20251207,2
ROD_2025-10-142025-12-07156211,20251206,2
ROD_2025-10-142025-12-07156211,20251102,2
ROD_2025-10-142025-12-07156211,20251101,2
ROD_2025-10-142025-12-07156212,20251031,2
ROD_2025-10-142025-12-07156212,20251030,2
ROD_2025-10-142025-12-07156212,20251029,2
ROD_2025-10-142025-12-07156212,20251028,2
ROD_2025-10-142025-12-07156212,20251128,2
ROD_2025-10-142025-12-07156212,20251027,2
ROD_2025-10-142025-12-07156212,20251127,2
ROD_2025-10-142025-12-07156212,20251126,2
ROD_2025-10-142025-12-07156212,20251125,2
ROD_2025-10-142025-12-07156212,20251024,2
ROD_2025-10-142025-12-07156212,20251124,2
ROD_2025-10-142025-12-07156212,20251023,2
ROD_2025-10-142025-12-07156212,20251022,2
ROD_2025-10-142025-12-07156212,20251021,2
ROD_2025-10-142025-12-07156212,20251121,2
ROD_2025-10-142025-12-07156212,20251020,2
ROD_2025-10-142025-12-07156212,20251120,2
ROD_2025-10-142025-12-07156212,20251119,2
ROD_2025-10-142025-12-07156212,20251118,2
ROD_2025-10-142025-12-07156212,20261017,2
ROD_2025-10-142025-12-07156212,20251117,2
ROD_2025-10-142025-12-07156212,20261016,2
ROD_2025-10-142025-12-07156212,20261015,2
ROD_2025-10-142025-12-07156212,20251114,2
ROD_2025-10-142025-12-07156212,20251113,2
ROD_2025-10-142025-12-07156212,20251112,2
ROD_2025-10-142025-12-07156212,20251111,2
ROD_2025-10-142025-12-07156212,20251110,2
ROD_2025-10-142025-12-07156212,20251107,2
ROD_2025-10-142025-12-07156212,20251106,2
ROD_2025-10-142025-12-07156212,20251105,2
ROD_2025-10-142025-12-07156212,20251205,2
ROD_2025-10-142025-12-07156212,20251104,2
ROD_2025-10-142025-12-07156212,20251204,2
ROD_2025-10-142025-12-07156212,20251103,2
ROD_2025-10-142025-12-07156212,20251203,2
ROD_2025-10-142025-12-07156212,20251202,2
ROD_2025-10-142025-12-07156212,20251201,2
ROD_2025-10-142025-12-07156321,20251130,2
ROD_2025-10-142025-12-07156321,20251129,2
ROD_2025-10-142025-12-07156321,20251026,2
ROD_2025-10-142025-12-07156321,20251025,2
ROD_2025-10-142025-12-07156321,20251123,2
ROD_2025-10-142025-12-07156321,20251122,2
ROD_2025-10-142025-12-07156321,20261019,2
ROD_2025-10-142025-12-07156321,20261018,2
ROD_2025-10-142025-12-07156321,20251116,2
ROD_2025-10-142025-12-07156321,20251115,2
ROD_2025-10-142025-12-07156321,20251109,2
ROD_2025-10-142025-12-07156321,20251108,2
ROD_2025-10-142025-12-07156321,20251207,2
ROD_2025-10-142025-12-07156321,20251206,2
ROD_2025-10-142025-12-07156321,20251102,2
ROD_2025-10-142025-12-07156321,20251101,2
ROD_2025-10-142025-12-07156331,20251130,2
ROD_2025-10-142025-12-07156331,20251129,2
ROD_2025-10-142025-12-07156331,20251026,2
ROD_2025-10-142025-12-07156331,20251025,2
ROD_2025-10-142025-12-07156331,20251123,2
ROD_2025-10-142025-12-07156331,20251122,2
ROD_2025-10-142025-12-07156331,20261019,2
ROD_2025-10-142025-12-07156331,20261018,2
ROD_2025-10-142025-12-07156331,20251116,2
ROD_2025-10-142025-12-07156331,20251115,2
ROD_2025-10-142025-12-07156331,20251109,2
ROD_2025-10-142025-12-07156331,20251108,2
ROD_2025-10-142025-12-07156331,20251207,2
ROD_2025-10-142025-12-07156331,20251206,2
ROD_2025-10-142025-12-07156331,20251102,2
ROD_2025-10-142025-12-07156331,20251101,2
ROD_2025-10-142025-12-07156341,20251130,2
ROD_2025-10-142025-12-07156341,20251129,2
ROD_2025-10-142025-12-07156341,20251026,2
ROD_2025-10-142025-12-07156341,20251025,2
ROD_2025-10-142025-12-07156341,20251123,2
ROD_2025-10-142025-12-07156341,20251122,2
ROD_2025-10-142025-12-07156341,20261019,2
ROD_2025-10-142025-12-07156341,20261018,2
ROD_2025-10-142025-12-07156341,20251116,2
ROD_2025-10-142025-12-07156341,20251115,2
ROD_2025-10-142025-12-07156341,20251109,2
ROD_2025-10-142025-12-07156341,20251108,2
ROD_2025-10-142025-12-07156341,20251207,2
ROD_2025-10-142025-12-07156341,20251206,2
ROD_2025-10-142025-12-07156341,20251102,2
ROD_2025-10-142025-12-07156341,20251101,2
ROD_2025-10-142025-12-07156351,20251130,2
ROD_2025-10-142025-12-07156351,20251129,2
ROD_2025-10-142025-12-07156351,20251026,2
ROD_2025-10-142025-12-07156351,20251025,2
ROD_2025-10-142025-12-07156351,20251123,2
ROD_2025-10-142025-12-07156351,20251122,2
ROD_2025-10-142025-12-07156351,20261019,2
ROD_2025-10-142025-12-07156351,20261018,2
ROD_2025-10-142025-12-07156351,20251116,2
ROD_2025-10-142025-12-07156351,20251115,2
ROD_2025-10-142025-12-07156351,20251109,2
ROD_2025-10-142025-12-07156351,20251108,2
ROD_2025-10-142025-12-07156351,20251207,2
ROD_2025-10-142025-12-07156351,20251206,2
ROD_2025-10-142025-12-07156351,20251102,2
ROD_2025-10-142025-12-07156351,20251101,2
ROD_2025-10-142025-12-07156361,20251130,2
ROD_2025-10-142025-12-07156361,20251129,2
ROD_2025-10-142025-12-07156361,20251026,2
ROD_2025-10-142025-12-07156361,20251025,2
ROD_2025-10-142025-12-07156361,20251123,2
ROD_2025-10-142025-12-07156361,20251122,2
ROD_2025-10-142025-12-07156361,20261019,2
ROD_2025-10-142025-12-07156361,20261018,2
ROD_2025-10-142025-12-07156361,20251116,2
ROD_2025-10-142025-12-07156361,20251115,2
ROD_2025-10-142025-12-07156361,20251109,2
ROD_2025-10-142025-12-07156361,20251108,2
ROD_2025-10-142025-12-07156361,20251207,2
ROD_2025-10-142025-12-07156361,20251206,2
ROD_2025-10-142025-12-07156361,20251102,2
ROD_2025-10-142025-12-07156361,20251101,2
ROD_2025-10-142025-12-07156381,20251130,2
ROD_2025-10-142025-12-07156381,20251129,2
ROD_2025-10-142025-12-07156381,20251026,2
ROD_2025-10-142025-12-07156381,20251025,2
ROD_2025-10-142025-12-07156381,20251123,2
ROD_2025-10-142025-12-07156381,20251122,2
ROD_2025-10-142025-12-07156381,20261019,2
ROD_2025-10-142025-12-07156381,20261018,2
ROD_2025-10-142025-12-07156381,20251116,2
ROD_2025-10-142025-12-07156381,20251115,2
ROD_2025-10-142025-12-07156381,20251109,2
ROD_2025-10-142025-12-07156381,20251108,2
ROD_2025-10-142025-12-07156381,20251207,2
ROD_2025-10-142025-12-07156381,20251206,2
ROD_2025-10-142025-12-07156381,20251102,2
ROD_2025-10-142025-12-07156381,20251101,2
ROD_2025-10-142025-12-07156391,20251130,2
ROD_2025-10-142025-12-07156391,20251129,2
ROD_2025-10-142025-12-07156391,20251026,2
ROD_2025-10-142025-12-07156391,20251025,2
ROD_2025-10-142025-12-07156391,20251123,2
ROD_2025-10-142025-12-07156391,20251122,2
ROD_2025-10-142025-12-07156391,20261019,2
ROD_2025-10-142025-12-07156391,20261018,2
ROD_2025-10-142025-12-07156391,20251116,2
ROD_2025-10-142025-12-07156391,20251115,2
ROD_2025-10-142025-12-07156391,20251109,2
ROD_2025-10-142025-12-07156391,20251108,2
ROD_2025-10-142025-12-07156391,20251207,2
ROD_2025-10-142025-12-07156391,20251206,2
ROD_2025-10-142025-12-07156391,20251102,2
ROD_2025-10-142025-12-07156391,20251101,2
ROD_2025-12-082025-12-12156091,20251208,2
ROD_2025-12-082025-12-12156211,20251208,2
ROD_2025-12-082025-12-12156321,20251208,2
ROD_2025-12-082025-12-12156331,20251208,2
ROD_2025-12-082025-12-12156341,20251208,2
ROD_2025-12-082025-12-12156351,20251208,2
ROD_2025-12-082025-12-12156361,20251208,2
ROD_2025-12-082025-12-12156381,20251208,2
ROD_2025-12-082025-12-12156391,20251208,2
ROD_2025-12-082025-12-13156212,20251212,2
ROD_2025-12-082025-12-13156212,20251211,2
ROD_2025-12-082025-12-13156212,20251210,2
ROD_2025-12-082025-12-13156212,20251209,2
TUS_4750,20251201,1
TUS_5346,20251231,1
TUS_5346,20251031,1
TUS_5346,20251230,1
TUS_5346,20251030,1
TUS_5346,20251229,1
TUS_5346,20251029,1
TUS_5346,20251028,1
TUS_5346,20251027,1
TUS_5346,20251224,1
TUS_5346,20251024,1
TUS_5346,20251223,1
TUS_5346,20251023,1
TUS_5346,20251222,1
TUS_5346,20251022,1
TUS_5346,20251021,1
TUS_5346,20251020,1
TUS_5346,20251219,1
TUS_5346,20251218,1
TUS_5346,20251017,1
TUS_5346,20251217,1
TUS_5346,20251016,1
TUS_5346,20251216,1
TUS_5346,20251015,1
TUS_5346,20251215,1
TUS_5346,20251014,1
TUS_5346,20251013,1
TUS_5346,20251212,1
TUS_5346,20251211,1
TUS_5346,20251010,1
TUS_5346,20251210,1
TUS_5346,20251209,1
TUS_5346,20251009,1
TUS_5346,20251008,1
TUS_5346,20251007,1
TUS_5346,20251006,1
TUS_5346,20251205,1
TUS_5346,20251204,1
TUS_5346,20251203,1
TUS_5346,20251003,1
TUS_5346,20251002,1
TUS_5346,20251202,1
TUS_5346,20251201,1
TUS_5346,20251001,1
TUS_5346,20250930,1
TUS_5346,20250929,1
TUS_5346,20251128,1
TUS_5346,20251127,1
TUS_5346,20251126,1
TUS_5346,20250926,1
TUS_5346,20251125,1
TUS_5346,20250925,1
TUS_5346,20251124,1
TUS_5346,20250924,1
TUS_5346,20250923,1
TUS_5346,20250922,1
TUS_5346,20251121,1
TUS_5346,20251120,1
TUS_5346,20251119,1
TUS_5346,20250919,1
TUS_5346,20251118,1
TUS_5346,20250918,1
TUS_5346,20250917,1
TUS_5346,20251117,1
TUS_5346,20250916,1
TUS_5346,20251114,1
TUS_5346,20251113,1
TUS_5346,20251112,1
TUS_5346,20251111,1
TUS_5346,20251110,1
TUS_5346,20251107,1
TUS_5346,20251106,1
TUS_5346,20251105,1
TUS_5346,20251104,1
TUS_5346,20251103,1
TUS_5347,20251231,1
TUS_5347,20251031,1
TUS_5347,20251230,1
TUS_5347,20251030,1
TUS_5347,20251229,1
TUS_5347,20251029,1
